gene,logfc,pval_adj,cluster
ARID5B,0.6228899,0.6403548714023933,0
G3BP1,0.69270855,0.6440080476097689,0
FAM159A,0.98224616,0.6440080476097689,0
STAT4,0.8096472,0.6440577515495393,0
FBL,0.29392126,0.6448778589301913,0
MRPS33,0.6560838,0.6456488506760278,0
MRPS31,0.7553484,0.6465237082293618,0
ZNF775,1.0819901,0.6493770504841603,0
CTD-2228K2.5,2.058348,0.6519473861786339,0
NT5DC1,0.73807913,0.6531050421143421,0
ZFAND2B,0.6442724,0.6593754960398004,0
PCID2,0.6883816,0.665463659094929,0
THEM4,1.0580183,0.677968982425426,0
PPP6C,0.56173736,0.6785220037619167,0
TAF1D,0.4680488,0.6887132557884645,0
KIF2A,1.2625809,0.6931749421326747,0
NUDCD2,0.5233553,0.7003017899443031,0
CACYBP,0.36336863,0.7015112680862223,0
TMEM261,0.5208601,0.7037073725249624,0
UBL3,0.76340985,0.7078911956813264,0
GCSAM,1.622182,0.7085362542370649,0
IDS,0.2999371,0.7146346859283411,0
BUB3,0.32858184,0.7146553372331291,0
PI16,4.184472,0.716739292310373,0
ZAP70,0.3616117,0.7187702094828398,0
GS1-251I9.4,0.80710423,0.7187702094828398,0
ICAM2,0.29651067,0.7295404784901338,0
CDC14A,1.7644211,0.7298463811005003,0
AMD1,0.5458914,0.7306950575018096,0
TRMT112,0.22653617,0.7337895586899024,0
CCT2,0.4524754,0.7352143802798126,0
WDR54,0.77232426,0.7355233702635346,0
ATPIF1,0.22968031,0.7464946129383354,0
TMEM243,0.3144348,0.7482215449137122,0
EBAG9,0.83711594,0.7546846036271425,0
FOXN3,0.60130244,0.7549448331392097,0
NUDT16L1,0.57226473,0.758818362794847,0
MLLT3,1.8899109,0.7660808585529173,0
RP11-403A21.2,3.2331116,0.7673508370469747,0
MTFP1,0.8834964,0.7702710140290172,0
C12orf65,0.9007864,0.782545511754665,0
METTL12,1.1273696,0.7869517076647121,0
MOAP1,0.6828231,0.7897672853152493,0
PIK3R1,0.91167617,0.794682747828666,0
SEPT7,0.19954205,0.794682747828666,0
GLT8D1,1.0334604,0.794682747828666,0
SS18L2,0.48953837,0.794682747828666,0
ERGIC2,1.0425427,0.7974401033611095,0
PTGER4,0.6477059,0.7980669382317965,0
CARS,0.9461709,0.8003915181719233,0
S1PR4,0.28405485,0.801502416826928,0
NAA38,0.39668146,0.8050573520523219,0
IL16,0.3758527,0.8073705516938403,0
PYURF,0.24722858,0.8143000502244988,0
ANXA11,0.25948635,0.8145972583700721,0
PDE7A,1.1013253,0.816414762808998,0
UBIAD1,1.3172985,0.816686027781031,0
TNRC6B,0.5818067,0.8187791753553505,0
WHSC1L1,0.3924816,0.8234686709087247,0
SUN2,0.2921341,0.8258207821516396,0
CEBPZ-AS1,0.7440533,0.8262875893495376,0
METTL5,0.5184653,0.828098513867587,0
ANP32E,0.73993516,0.8371910513065807,0
SF3B1,0.44210088,0.8379959419484215,0
MYL12B,0.16247551,0.846142273040569,0
ADH5,0.3476449,0.8519767731930503,0
DAP3,0.39087272,0.8520063582192698,0
SLC25A45,0.7461338,0.8594315888249602,0
IL6ST,1.9834795,0.8602087118378432,0
CASP6,1.3674814,0.8603651955707146,0
SFI1,0.974185,0.8627510687387746,0
CHD3,1.0692176,0.8636581501973047,0
HMGB1,0.14500509,0.8672580416359857,0
SIVA1,0.26302725,0.8672580416359857,0
TXNDC9,0.70461667,0.870582714081981,0
EPS8L2,1.8320806,0.8710279602860084,0
LINC00116,0.6490526,0.8769058522505582,0
DBP,1.0357199,0.8801515259219134,0
APBB1,1.5542431,0.8866656557694838,0
LPIN2,1.0314504,0.8890386164832695,0
MINOS1,0.24852706,0.8894598491774288,0
TDP2,0.72295576,0.8904983888736744,0
KIAA1430,1.1846596,0.8938053900283248,0
KRT1,5.1566544,0.8972669009303739,0
ECHDC2,0.9233593,0.9014256878675921,0
CSDE1,0.23735577,0.9076163615421445,0
RASGRP1,1.5349715,0.9095258929038347,0
CHCHD7,0.43484133,0.9127381411613477,0
NKTR,0.4413743,0.913212701558199,0
TERF2IP,0.28369805,0.9133977836178102,0
YPEL5,0.20202813,0.9133977836178102,0
RBMS1,0.4602296,0.915308641680674,0
CGGBP1,0.43939784,0.9194285249387503,0
RSBN1,0.7052617,0.9216300849974909,0
GPSM3,0.163312,0.9220778793851567,0
SNRPF,0.3575779,0.9251624377619552,0
POLR2C,0.42744493,0.9285507777748069,0
NDUFA5,0.3614601,0.9305446549778998,0
PRPS1,0.600431,0.9365443830070577,0
ATF7IP2,0.76575613,0.9411584029214188,0
CD59,0.81647354,0.9411584029214188,0
FBXL8,2.2355542,0.9411964564437185,0
CD52,0.23955464,0.9412346716395174,0
CHD2,0.40414816,0.944685203192596,0
LSM5,0.49143192,0.9464196741841228,0
RP11-489E7.4,0.7912812,0.9506374791531933,0
EIF2A,0.3764104,0.9512180722355572,0
NPDC1,1.7354903,0.9601120073340058,0
ARID4B,0.37799853,0.9618604996686392,0
ZC3HAV1,0.50479025,0.9643016939267468,0
TCEA1,0.28680277,0.9645181654397234,0
THOC7,0.37524396,0.9707191117625675,0
ITGB7,0.40434182,0.971308558193988,0
ACTR1B,0.6023948,0.9778738261273775,0
SNHG12,0.9060657,0.9880236416498247,0
DARS,0.40537575,0.9936561995891429,0
GAMT,1.6047535,0.9972305912587696,0
SLC39A8,1.2276062,0.9989977662674889,0
ST3GAL1,0.596923,0.9999801182145782,0
SLC40A1,1.2237273,0.9999801182145782,0
SLC25A38,0.5755136,0.9999801182145782,0
MTF2,0.6255364,0.9999801182145782,0
ANXA7,0.28596482,0.9999801182145782,0
PPHLN1,0.30121493,0.9999801182145782,0
NCK2,1.0188653,0.9999801182145782,0
HP1BP3,0.49158582,0.9999801182145782,0
RP11-83A24.2,1.1635936,0.9999801182145782,0
RFC1,0.8805177,0.9999801182145782,0
CSGALNACT1,2.034842,0.9999801182145782,0
LPIN1,0.8534959,0.9999801182145782,0
IFI27,1.4012946,0.9999801182145782,0
RRS1,0.7992972,0.9999801182145782,0
C19orf66,0.33976102,0.9999801182145782,0
SNORA76,0.6198338,0.9999801182145782,0
ZNF90,0.7257655,0.9999801182145782,0
RNF44,0.9057379,0.9999801182145782,0
ANKRD44,0.44341835,0.9999801182145782,0
EXOSC8,0.54418784,0.9999801182145782,0
MAST4,2.5558808,0.9999801182145782,0
COQ10B,0.6533485,0.9999801182145782,0
MT-ND4,0.11314805,0.9999801182145782,0
TARBP1,1.3666388,0.9999801182145782,0
GPBP1,0.38358277,0.9999801182145782,0
FAM162A,0.41118327,0.9999801182145782,0
P2RY8,0.5192462,0.9999801182145782,0
TIMM9,0.5631723,0.9999801182145782,0
RASSF7,0.6034038,0.9999801182145782,0
MDS2,2.648092,0.9999801182145782,0
TXN,0.23002699,0.9999801182145782,0
CTA-29F11.1,0.7195838,0.9999801182145782,0
HPCAL1,0.34258854,0.9999801182145782,0
CELF2,0.2479155,0.9999801182145782,0
ITGA6,2.9725282,0.9999801182145782,0
GIPC1,1.17776,0.9999801182145782,0
CLUAP1,1.7746156,0.9999801182145782,0
BRIX1,0.6658699,0.9999801182145782,0
PSMG2,0.28557488,0.9999801182145782,0
RP1-313I6.12,0.6310836,0.9999801182145782,0
GRK6,0.2875802,0.9999801182145782,0
MTERFD2,0.48065016,0.9999801182145782,0
C4orf3,0.16567087,0.9999801182145782,0
MRFAP1L1,0.7000283,0.9999801182145782,0
PRNP,0.4988565,0.9999801182145782,0
DEXI,0.760056,0.9999801182145782,0
GGNBP2,0.30105075,0.9999801182145782,0
CD46,0.47326487,0.9999801182145782,0
DEF6,0.32675523,0.9999801182145782,0
ABLIM1,0.70205975,0.9999801182145782,0
ZNF32,0.5230456,0.9999801182145782,0
CDKN2AIP,1.0815209,0.9999801182145782,0
PAXIP1-AS1,1.1261731,0.9999801182145782,0
DNPH1,0.5142262,0.9999801182145782,0
CD84,0.67417496,0.9999801182145782,0
RALA,0.71455705,0.9999801182145782,0
SMIM11,0.5059438,0.9999801182145782,0
KMT2E,0.24980162,0.9999801182145782,0
SLAMF1,1.3433857,0.9999801182145782,0
FAM65B,0.20066041,0.9999801182145782,0
MRPS30,0.46263874,0.9999801182145782,0
OFD1,0.45219377,0.9999801182145782,0
EPM2AIP1,0.70276564,0.9999801182145782,0
HSBP1L1,1.5645142,0.9999801182145782,0
RP5-1073O3.7,1.9577621,0.9999801182145782,0
SLC7A6,0.9895402,0.9999801182145782,0
API5,0.9478171,0.9999801182145782,0
FNTA,0.3314317,0.9999801182145782,0
SIDT1-AS1,1.0131915,0.9999801182145782,0
NOB1,0.46908715,0.9999801182145782,0
MRPS18B,0.2753419,0.9999801182145782,0
DYNLRB1,0.20504573,0.9999801182145782,0
PITHD1,0.3901928,0.9999801182145782,0
SCOC,0.6045579,0.9999801182145782,0
SPTAN1,0.74169004,0.9999801182145782,0
RP4-539M6.22,1.9439356,0.9999801182145782,0
POLR1E,1.4930217,0.9999801182145782,0
ORC4,0.82779616,0.9999801182145782,0
ADPRM,0.9588524,0.9999801182145782,0
SH2D1A,0.40093625,0.9999801182145782,0
THOC3,1.0189312,0.9999801182145782,0
RAD21,0.51228046,0.9999801182145782,0
RP13-977J11.2,2.297232,0.9999801182145782,0
ZNF274,0.7795733,0.9999801182145782,0
C12orf29,1.1841927,0.9999801182145782,0
EGLN2,0.38841513,0.9999801182145782,0
C17orf89,0.39190927,0.9999801182145782,0
DIMT1,0.63154244,0.9999801182145782,0
FAM175A,0.87382203,0.9999801182145782,0
CLDND1,0.5161969,0.9999801182145782,0
FBXL3,0.7647661,0.9999801182145782,0
SMPD1,0.9588521,0.9999801182145782,0
C7orf55-LUC7L2,0.486764,0.9999801182145782,0
STAT1,0.4213203,0.9999801182145782,0
WTAP,0.28165865,0.9999801182145782,0
RNF34,0.7745315,0.9999801182145782,0
NARG2,1.2320069,0.9999801182145782,0
RP11-936I5.1,2.146716,0.9999801182145782,0
MACF1,0.51776165,0.9999801182145782,0
KDM2A,0.68481284,0.9999801182145782,0
DNAJA3,0.92754716,0.9999801182145782,0
LINC-PINT,0.50761914,0.9999801182145782,0
MAGEF1,0.72425514,0.9999801182145782,0
SUPT20H,0.59715027,0.9999801182145782,0
CBR3,3.1051915,0.9999801182145782,0
PPM1K,0.32510725,0.9999801182145782,0
YTHDF2,0.38582397,0.9999801182145782,0
ANXA1,0.12794964,0.9999801182145782,0
BTF3L4,0.40533727,0.9999801182145782,0
CXCR3,1.002388,0.9999801182145782,0
HMGA1,0.3830201,0.9999801182145782,0
METAP2,0.3823853,0.9999801182145782,0
DUT,0.17798342,0.9999801182145782,0
P4HTM,1.1378778,0.9999801182145782,0
RNU12,0.58856034,0.9999801182145782,0
SPG20,0.8608786,0.9999801182145782,0
TRIB2,0.9871601,0.9999801182145782,0
MARCH7,0.43490043,0.9999801182145782,0
POP5,0.4479679,0.9999801182145782,0
CRTC3,0.6035221,0.9999801182145782,0
TRMT10C,0.70372057,0.9999801182145782,0
XAB2,0.8076354,0.9999801182145782,0
CD48,0.13753277,0.9999801182145782,0
RPS27L,0.22969536,0.9999801182145782,0
DPP4,1.4000465,0.9999801182145782,0
MITD1,0.46030983,0.9999801182145782,0
EIF1AX,0.36560735,0.9999801182145782,0
XPOT,1.1745684,0.9999801182145782,0
CRLF3,0.38877714,0.9999801182145782,0
TSC22D4,0.2513523,0.9999801182145782,0
EIF2S2,0.21069166,0.9999801182145782,0
SRSF1,0.35095507,0.9999801182145782,0
FXYD7,1.3057355,0.9999801182145782,0
EIF3J-AS1,0.9539251,0.9999801182145782,0
AK5,1.8085948,0.9999801182145782,0
SURF1,0.2989597,0.9999801182145782,0
C5orf45,0.9279257,0.9999801182145782,0
EEPD1,1.6695487,0.9999801182145782,0
RP11-1143G9.4,0.26273054,0.9999801182145782,0
ZNF131,0.61678547,0.9999801182145782,0
CCDC65,1.1845185,0.9999801182145782,0
EMC10,0.3646868,0.9999801182145782,0
EPB41,0.61533284,0.9999801182145782,0
DNAJB2,0.6665887,0.9999801182145782,0
ZC3H8,1.0803007,0.9999801182145782,0
HERC6,1.1406442,0.9999801182145782,0
TNFRSF18,1.0441632,0.9999801182145782,0
TMEM14A,1.3955287,0.9999801182145782,0
MT1X,0.5179347,0.9999801182145782,0
SMIM20,0.430551,0.9999801182145782,0
RGS1,0.51303977,0.9999801182145782,0
XRRA1,0.7405087,0.9999801182145782,0
RP11-277L2.3,1.0020938,0.9999801182145782,0
EMB,0.40099367,0.9999801182145782,0
FBXO32,1.2555594,0.9999801182145782,0
CMSS1,0.6357231,0.9999801182145782,0
LRBA,0.7268034,0.9999801182145782,0
OXCT1,1.0437362,0.9999801182145782,0
SERBP1,0.14856313,0.9999801182145782,0
YBEY,0.6781269,0.9999801182145782,0
SECISBP2,0.5196794,0.9999801182145782,0
BTN3A2,0.21344456,0.9999801182145782,0
PLCG1,1.3458706,0.9999801182145782,0
CDC37L1,0.778478,0.9999801182145782,0
ACSL6,2.2197003,0.9999801182145782,0
ITGB1,0.7123273,0.9999801182145782,0
MALSU1,0.6243658,0.9999801182145782,0
LYRM9,0.823218,0.9999801182145782,0
BATF,0.4093147,0.9999801182145782,0
METTL17,0.7027353,0.9999801182145782,0
ZMYM2,0.63505566,0.9999801182145782,0
LTA,1.9073654,0.9999801182145782,0
FBXO21,1.0893972,0.9999801182145782,0
XXcos-LUCA11.4,1.8083951,0.9999801182145782,0
BEX5,1.7459955,0.9999801182145782,0
C16orf54,0.6598756,0.9999801182145782,0
EPHB6,2.0745485,0.9999801182145782,0
TTC19,0.4787587,0.9999801182145782,0
SUMF2,0.4132806,0.9999801182145782,0
MRPL9,0.31835574,0.9999801182145782,0
ZNF146,0.72907066,0.9999801182145782,0
R3HDM4,0.43492776,0.9999801182145782,0
MORC2,2.261326,0.9999801182145782,0
RNF11,0.5757445,0.9999801182145782,0
PNMA1,1.0227314,0.9999801182145782,0
TMEM187,1.5882373,0.9999801182145782,0
FBLN7,3.1386204,0.9999801182145782,0
PDE3B,1.09489,0.9999801182145782,0
AP5M1,0.88709,0.9999801182145782,0
LRRC8C,1.2952152,0.9999801182145782,0
SYNRG,0.608107,0.9999801182145782,0
TSPYL2,0.7854438,0.9999801182145782,0
LYRM7,1.213508,0.9999801182145782,0
KLHL28,1.1347048,0.9999801182145782,0
PIGC,0.3946777,0.9999801182145782,0
WBSCR22,0.29077265,0.9999801182145782,0
CCNC,0.47665104,0.9999801182145782,0
TMEM50B,0.6114172,0.9999801182145782,0
FHL1,1.0407476,0.9999801182145782,0
PDCD2,0.21896356,0.9999801182145782,0
RHNO1,0.7932799,0.9999801182145782,0
GIMAP6,0.3740534,0.9999801182145782,0
CTD-3184A7.4,0.65210766,0.9999801182145782,0
PPP1R12A,0.32034162,0.9999801182145782,0
RP11-138A9.1,1.1940824,0.9999801182145782,0
C1orf131,0.5692869,0.9999801182145782,0
OCIAD1,0.23121658,0.9999801182145782,0
C16orf80,0.5579032,0.9999801182145782,0
ASB16-AS1,1.156856,0.9999801182145782,0
FYN,0.26027083,0.9999801182145782,0
ZSCAN18,0.9361389,0.9999801182145782,0
RASSF3,0.5635324,0.9999801182145782,0
LDOC1,1.8262662,0.9999801182145782,0
TECPR1,0.8372923,0.9999801182145782,0
RDH14,0.51294315,0.9999801182145782,0
ARL14EP,0.35765246,0.9999801182145782,0
STAT5B,0.9637841,0.9999801182145782,0
YRDC,0.845017,0.9999801182145782,0
GORASP2,0.56423825,0.9999801182145782,0
SLC8B1,1.2959514,0.9999801182145782,0
RNF157,2.0677621,0.9999801182145782,0
LCMT1,0.54197615,0.9999801182145782,0
RPA3-AS1,0.920821,0.9999801182145782,0
ZNF140,1.5936782,0.9999801182145782,0
HIRIP3,1.0572336,0.9999801182145782,0
PTPN7,0.3108639,0.9999801182145782,0
STK17B,0.25553176,0.9999801182145782,0
FUT7,0.9752594,0.9999801182145782,0
HNRNPUL1,0.3173206,0.9999801182145782,0
GBP1,0.4261722,0.9999801182145782,0
KLHDC2,0.4368714,0.9999801182145782,0
BAG2,1.3251138,0.9999801182145782,0
ABCD4,0.9780333,0.9999801182145782,0
FAM104A,0.5242887,0.9999801182145782,0
MOCS2,0.955668,0.9999801182145782,0
GLTPD1,1.2714466,0.9999801182145782,0
IL6R,0.67600703,0.9999801182145782,0
C11orf58,0.13745369,0.9999801182145782,0
HIVEP2,1.1621709,0.9999801182145782,0
ASNSD1,0.4764701,0.9999801182145782,0
CNOT2,0.4449174,0.9999801182145782,0
PCNX,1.0826755,0.9999801182145782,0
RNMT,0.9008113,0.9999801182145782,0
PTP4A1,0.34749392,0.9999801182145782,0
LRRN3,2.697902,0.9999801182145782,0
NAA15,0.6613018,0.9999801182145782,0
SF3A3,0.4290698,0.9999801182145782,0
GZMM,0.010178946,0.9999801182145782,0
PRKRA,0.45934334,0.9999801182145782,0
LMAN1,0.6990742,0.9999801182145782,0
YWHAQ,0.14853443,0.9999801182145782,0
OGFOD1,1.4643307,0.9999801182145782,0
ELF1,0.29739794,0.9999801182145782,0
ZNF563,2.0940466,0.9999801182145782,0
GTF2H1,0.7746267,0.9999801182145782,0
JAK3,1.0572132,0.9999801182145782,0
CD200R1,1.914577,0.9999801182145782,0
DDX39B,0.7746322,0.9999801182145782,0
RNF113A,0.2776388,0.9999801182145782,0
HERPUD2,0.44053447,0.9999801182145782,0
GLG1,0.3633499,0.9999801182145782,0
PIBF1,0.991262,0.9999801182145782,0
HSP90AA1,0.10247423,0.9999801182145782,0
LITAF,0.11984472,0.9999801182145782,0
RP11-44N11.2,2.4122145,0.9999801182145782,0
THUMPD1,0.5243195,0.9999801182145782,0
WNT7A,4.2044654,0.9999801182145782,0
NIP7,0.58524996,0.9999801182145782,0
RP13-1032I1.7,1.2202291,0.9999801182145782,0
ENOSF1,1.3664396,0.9999801182145782,0
TBRG4,0.6300189,0.9999801182145782,0
SPSB2,0.64779896,0.9999801182145782,0
CLN5,0.8587596,0.9999801182145782,0
MAGED2,0.3383026,0.9999801182145782,0
UBE2N,0.21950288,0.9999801182145782,0
FAM60A,0.47452116,0.9999801182145782,0
ASH1L,0.6349344,0.9999801182145782,0
APOL3,0.44403812,0.9999801182145782,0
SF3A2,0.487273,0.9999801182145782,0
HDAC1,0.27870768,0.9999801182145782,0
MRPL3,0.36782423,0.9999801182145782,0
MLLT6,0.65223354,0.9999801182145782,0
NARS,0.40868655,0.9999801182145782,0
C10orf35,2.8769507,0.9999801182145782,0
PPWD1,0.8679591,0.9999801182145782,0
CLK1,0.33537146,0.9999801182145782,0
HNRNPR,0.17549406,0.9999801182145782,0
COPS2,0.7053759,0.9999801182145782,0
PMPCB,0.29101756,0.9999801182145782,0
NDUFAF4,0.45962942,0.9999801182145782,0
FAM126B,1.0004996,0.9999801182145782,0
RP11-799D4.4,3.1003332,0.9999801182145782,0
PSMD12,0.59337634,0.9999801182145782,0
BIN3,0.6805932,0.9999801182145782,0
TMEM126A,0.50615925,0.9999801182145782,0
ATAD1,0.7633433,0.9999801182145782,0
AIM1,0.6436492,0.9999801182145782,0
HSF2,1.4202837,0.9999801182145782,0
TACC3,0.610545,0.9999801182145782,0
NEMF,0.3790501,0.9999801182145782,0
TRIM47,2.4226875,0.9999801182145782,0
ENOPH1,0.45058116,0.9999801182145782,0
MRTO4,0.66163296,0.9999801182145782,0
PHAX,0.44466186,0.9999801182145782,0
RNF167,0.22299485,0.9999801182145782,0
SLMO2,0.37940335,0.9999801182145782,0
SCAMP1,1.1521496,0.9999801182145782,0
MPI,0.9256771,0.9999801182145782,0
CTD-2037K23.2,0.93332005,0.9999801182145782,0
DNAJC9,0.43458703,0.9999801182145782,0
SNRPA1,0.23300806,0.9999801182145782,0
MLLT10,0.6868331,0.9999801182145782,0
TAF7,0.17422284,0.9999801182145782,0
EGR1,0.7225271,0.9999801182145782,0
FXN,0.590668,0.9999801182145782,0
RSRC2,0.31819138,0.9999801182145782,0
CDR2,1.8849906,0.9999801182145782,0
ITFG2,0.5976876,0.9999801182145782,0
ALOX5AP,0.104114056,0.9999801182145782,0
THAP11,0.46211123,0.9999801182145782,0
ATP5O,0.11409966,0.9999801182145782,0
STRAP,0.21869707,0.9999801182145782,0
CENPK,1.026414,0.9999801182145782,0
ITPKB,0.9437533,0.9999801182145782,0
TMC6,0.2985104,0.9999801182145782,0
GMCL1,0.63942677,0.9999801182145782,0
PRAF2,0.52280366,0.9999801182145782,0
SRP19,0.26890922,0.9999801182145782,0
AGMAT,2.115361,0.9999801182145782,0
IL11RA,2.955472,0.9999801182145782,0
MED4,0.22950546,0.9999801182145782,0
INADL,1.4127162,0.9999801182145782,0
SDHAF2,0.24624902,0.9999801182145782,0
PHLDB3,1.8215587,0.9999801182145782,0
NCBP2,0.2828847,0.9999801182145782,0
DLG1,1.000019,0.9999801182145782,0
GNL1,0.6016624,0.9999801182145782,0
ATG12,0.30325615,0.9999801182145782,0
HDDC2,0.27142936,0.9999801182145782,0
VPS51,0.33656728,0.9999801182145782,0
LRP10,0.34724912,0.9999801182145782,0
LIAS,0.7708094,0.9999801182145782,0
MT-CYB,0.056867916,0.9999801182145782,0
RPA3,0.3401698,0.9999801182145782,0
TRAF1,1.1195943,0.9999801182145782,0
CCDC57,0.40108567,0.9999801182145782,0
STAMBPL1,1.4175862,0.9999801182145782,0
ENO2,1.3328453,0.9999801182145782,0
OSTC,0.2255109,0.9999801182145782,0
CEBPZ,0.50769913,0.9999801182145782,0
AC016831.7,1.8499264,0.9999801182145782,0
IPCEF1,0.79705524,0.9999801182145782,0
PNN,0.2741998,0.9999801182145782,0
CREBRF,0.60952836,0.9999801182145782,0
CITED4,1.0193716,0.9999801182145782,0
PCMTD2,0.69904965,0.9999801182145782,0
USP16,0.3206823,0.9999801182145782,0
CCM2,0.2849607,0.9999801182145782,0
PDCD4-AS1,1.1223584,0.9999801182145782,0
CBFB,0.6259556,0.9999801182145782,0
RPIA,0.3850904,0.9999801182145782,0
ZNF414,0.71835244,0.9999801182145782,0
SEC62,0.13258304,0.9999801182145782,0
RCN2,0.1917569,0.9999801182145782,0
ZCCHC11,0.5600784,0.9999801182145782,0
GSPT1,0.48183966,0.9999801182145782,0
VSIG1,2.8779685,0.9999801182145782,0
HDHD3,0.7333562,0.9999801182145782,0
DDX19A,0.784334,0.9999801182145782,0
GAR1,0.6888769,0.9999801182145782,0
RBM39,0.13224123,0.9999801182145782,0
SBNO1,0.6020078,0.9999801182145782,0
PPP2R2A,0.48382896,0.9999801182145782,0
SH3BP5,0.27504703,0.9999801182145782,0
PLGRKT,0.34610215,0.9999801182145782,0
OLFM2,3.0086823,0.9999801182145782,0
PPIG,0.2590864,0.9999801182145782,0
PDK1,1.3465955,0.9999801182145782,0
NOG,3.9367108,0.9999801182145782,0
USP20,1.0811805,0.9999801182145782,0
DUS3L,0.54629886,0.9999801182145782,0
ASNS,1.8007263,0.9999801182145782,0
CRYZL1,0.4255717,0.9999801182145782,0
CEP57,0.39190593,0.9999801182145782,0
DDHD2,1.0937979,0.9999801182145782,0
ZBTB1,0.58660686,0.9999801182145782,0
CALM3,0.09278549,0.9999801182145782,0
PTPLAD1,0.9331521,0.9999801182145782,0
TWISTNB,0.5963367,0.9999801182145782,0
CBX3,0.20265724,0.9999801182145782,0
CD82,0.37581044,0.9999801182145782,0
FOXO1,0.9867513,0.9999801182145782,0
HARS,0.34106362,0.9999801182145782,0
XBP1,0.11683364,0.9999801182145782,0
PERP,1.4549538,0.9999801182145782,0
RGS14,0.38211024,0.9999801182145782,0
TRA2B,0.1554303,0.9999801182145782,0
MBNL1,0.19079378,0.9999801182145782,0
ESD,0.4454901,0.9999801182145782,0
GGT7,1.8511069,0.9999801182145782,0
MT-ND6,0.35376617,0.9999801182145782,0
MALT1,0.7672415,0.9999801182145782,0
GBP3,0.8570638,0.9999801182145782,0
PABPC4,0.33041358,0.9999801182145782,0
CEP68,1.1108669,0.9999801182145782,0
TMEM106C,0.46529552,0.9999801182145782,0
RING1,0.6747269,0.9999801182145782,0
PEX3,0.90042275,0.9999801182145782,0
TNIK,0.78235775,0.9999801182145782,0
TOM1L2,1.2232559,0.9999801182145782,0
LINC00954,1.242994,0.9999801182145782,0
CAPN7,0.9829002,0.9999801182145782,0
NUP54,0.6461248,0.9999801182145782,0
TMEM129,0.72484046,0.9999801182145782,0
HSPA5,0.14790513,0.9999801182145782,0
CD320,0.38768926,0.9999801182145782,0
FAM122B,0.7700608,0.9999801182145782,0
TMED2,0.13550943,0.9999801182145782,0
IKBKE,0.5695656,0.9999801182145782,0
PRPF19,0.52781636,0.9999801182145782,0
ATXN7,0.7657875,0.9999801182145782,0
BDH2,0.9191022,0.9999801182145782,0
SLC4A7,1.1595713,0.9999801182145782,0
ATRX,0.2710498,0.9999801182145782,0
HNRNPLL,0.895088,0.9999801182145782,0
PAQR8,1.3977695,0.9999801182145782,0
METTL10,0.6220914,0.9999801182145782,0
SNAPC5,0.4195649,0.9999801182145782,0
RPA1,0.44859007,0.9999801182145782,0
SNX6,0.22474673,0.9999801182145782,0
KLF12,0.58019894,0.9999801182145782,0
TCEAL4,0.58398885,0.9999801182145782,0
SIGMAR1,0.65516955,0.9999801182145782,0
TMEM245,1.0752062,0.9999801182145782,0
JADE1,0.5618233,0.9999801182145782,0
FAM219B,0.7474617,0.9999801182145782,0
HIST1H4C,0.4069775,0.9999801182145782,0
GNL3,0.35301194,0.9999801182145782,0
ANKRD36C,0.956141,0.9999801182145782,0
SLA2,0.5784758,0.9999801182145782,0
TBCA,0.14546792,0.9999801182145782,0
PDCL3,0.35044685,0.9999801182145782,0
CCDC91,0.28034878,0.9999801182145782,0
TROVE2,0.34422362,0.9999801182145782,0
RAC2,0.102414995,0.9999801182145782,0
SEMA4D,0.36836156,0.9999801182145782,0
PPP3CC,0.27213368,0.9999801182145782,0
WWP1,1.092965,0.9999801182145782,0
C14orf166,0.116309896,0.9999801182145782,0
EML2,1.062556,0.9999801182145782,0
DPY30,0.21321265,0.9999801182145782,0
IL10RA,0.1805372,0.9999801182145782,0
IMPACT,1.5397205,0.9999801182145782,0
ARMC1,0.5378111,0.9999801182145782,0
